cohort,total_patients,measurement,driver,total_driver_events,covariate,est,se,pval,correlation_ATRX,correlation_POT1,correlation_TERT,total_ATRX,total_POT1,total_TERT,total_cooccurrence_ATRX,total_cooccurrence_POT1,total_cooccurrence_TERT,frac_cooccurrence_ATRX,frac_cooccurrence_POT1,frac_cooccurrence_TERT,colors,main_driver,min_p
Pan-Cancer,28040,purity_svTMB,FAT4,432,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0531880232816051,0.00504126788701875,5.65269346297458e-26,0.02,0,-0.01,1284,376,3564,36,4,44,0.03,0.01,0.01,Positive (p < .1),MUTATION,5.65269346297458e-26
Pan-Cancer,28040,teal_final_ratio,IDH1,388,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0372276759124549,0.00353129408374723,6.17280906495552e-26,0.12,0,0.02,1284,376,3564,100,4,68,0.08,0.01,0.02,Positive (p < .1),MUTATION,6.17280906495552e-26
Pan-Cancer,28040,purity_svTMB,NCOR1,1040,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0532939663864398,0.00506526660860578,7.69000206528609e-26,0,0,-0.03,1284,376,3564,44,12,76,0.03,0.03,0.02,Positive (p < .1),MUTATION,7.69000206528609e-26
Pan-Cancer,28040,purity_svTMB,PDE4D,264,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0530892298998355,0.00504887043510833,8.22669402531054e-26,0.02,0.01,0,1284,376,3564,24,8,36,0.02,0.02,0.01,Positive (p < .1),DELETION,8.22669402531054e-26
Pan-Cancer,28040,purity_svTMB,RAD21,724,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0531527037023089,0.00506517418115764,1.03024893189317e-25,-0.01,0,-0.04,1284,376,3564,28,8,28,0.02,0.02,0.01,Positive (p < .1),AMPLIFICATION,1.03024893189317e-25
Pan-Cancer,28040,purity_svTMB,WT1,216,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0528039545609821,0.00504820002945482,1.47062185663333e-25,0.01,0,-0.02,1284,376,3564,16,4,12,0.01,0.01,0,Positive (p < .1),MUTATION,1.47062185663333e-25
Pan-Cancer,28040,purity_svTMB,STAT5B,292,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0524748121268686,0.00504252267392274,2.57713704982459e-25,0,0.01,-0.01,1284,376,3564,16,8,32,0.01,0.02,0.01,Positive (p < .1),MUTATION,2.57713704982459e-25
Pan-Cancer,28040,purity_svTMB,AXIN1,388,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0524934078678847,0.00504559195228356,2.64942117045324e-25,0.02,0.01,0,1284,376,3564,32,8,48,0.02,0.02,0.01,Positive (p < .1),MUTATION,2.64942117045324e-25
Pan-Cancer,28040,purity_svTMB,DNMT3A,404,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0524466531365492,0.00504715845539768,3.01895162851527e-25,0.02,0.01,-0.01,1284,376,3564,32,8,36,0.02,0.02,0.01,Positive (p < .1),MUTATION,3.01895162851527e-25
Pan-Cancer,28040,purity_svTMB,SUFU,340,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0518945746955704,0.00503808014639326,7.76719675838703e-25,0.03,-0.01,-0.02,1284,376,3564,32,0,20,0.02,0,0.01,Positive (p < .1),DELETION,7.76719675838703e-25
Pan-Cancer,28040,purity_svTMB,NRG1,668,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0519651043359236,0.00504608433640688,7.95949333147434e-25,-0.02,-0.01,-0.03,1284,376,3564,16,4,40,0.01,0.01,0.01,Positive (p < .1),MUTATION,7.95949333147434e-25
Pan-Cancer,28040,purity_svTMB,AR,1588,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0556515540500808,0.00541174361398091,9.25989259803587e-25,0,0.01,-0.08,1284,376,3564,76,32,32,0.06,0.09,0.01,Positive (p < .1),AMPLIFICATION,9.25989259803587e-25
Pan-Cancer,28040,purity_svTMB,MCL1,400,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0516293879076944,0.0050481273412882,1.65049076820458e-24,0.01,0,0.01,1284,376,3564,28,4,64,0.02,0.01,0.02,Positive (p < .1),AMPLIFICATION,1.65049076820458e-24
Pan-Cancer,28040,purity_svTMB,MDM4,200,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0514471647513442,0.00504825080460664,2.3970682782958e-24,-0.01,0.03,0,1284,376,3564,4,12,28,0,0.03,0.01,Positive (p < .1),AMPLIFICATION,2.3970682782958e-24
Pan-Cancer,28040,purity_svTMB,RYR1,432,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0509468641361037,0.00507154757924715,1.05357494492838e-23,-0.02,0,0,1284,376,3564,8,4,52,0.01,0.01,0.01,Positive (p < .1),AMPLIFICATION,1.05357494492838e-23
Pan-Cancer,28040,purity_svTMB,MACROD2,428,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0502795478787041,0.00506819710844961,3.69931966325796e-23,-0.01,0.02,-0.03,1284,376,3564,12,12,20,0.01,0.03,0.01,Positive (p < .1),DELETION,3.69931966325796e-23
Pan-Cancer,28040,purity_svTMB,FANCM,416,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0498705521173987,0.00504679627159071,5.45492362426633e-23,0.01,-0.01,-0.02,1284,376,3564,28,0,32,0.02,0,0.01,Positive (p < .1),MUTATION,5.45492362426633e-23
Pan-Cancer,28040,teal_final_ratio,NTHL1,52,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.033896225323367,0.00348201129819891,2.32799327921103e-22,0.01,-0.01,0.01,1284,376,3564,4,0,12,0,0,0,Positive (p < .1),DELETION,2.32799327921103e-22
Pan-Cancer,28040,purity_svTMB,KANSL1,768,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0490998681129907,0.00504556993494517,2.40653170950998e-22,0,0.03,0.01,1284,376,3564,36,24,112,0.03,0.06,0.03,Positive (p < .1),MUTATION,2.40653170950998e-22
Pan-Cancer,28040,purity_svTMB,RAD51,104,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0486061401770161,0.00504150207104905,5.79440733577062e-22,0,-0.01,-0.01,1284,376,3564,4,0,8,0,0,0,Positive (p < .1),,5.79440733577062e-22
Pan-Cancer,28040,purity_svTMB,ARHGAP35,516,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0486079809729981,0.00504213426213099,5.84207516709206e-22,0.03,0,0.02,1284,376,3564,44,8,92,0.03,0.02,0.03,Positive (p < .1),MUTATION,5.84207516709206e-22
Pan-Cancer,28040,purity_svTMB,TET2,292,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0484964560477029,0.00504349692528787,7.42448827863216e-22,0.01,0.01,-0.02,1284,376,3564,20,8,20,0.02,0.02,0.01,Positive (p < .1),MUTATION,7.42448827863216e-22
Pan-Cancer,28040,purity_svTMB,VEGFA,204,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0484911180868398,0.00504382525597388,7.54658497089336e-22,0.02,-0.01,-0.02,1284,376,3564,20,0,8,0.02,0,0,Positive (p < .1),AMPLIFICATION,7.54658497089336e-22
Pan-Cancer,28040,purity_svTMB,SMAD2,564,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0484220821261875,0.00504790623867419,9.2866115275672e-22,0,0.01,-0.01,1284,376,3564,24,12,60,0.02,0.03,0.02,Positive (p < .1),MUTATION,9.2866115275672e-22
Pan-Cancer,28040,purity_svTMB,CCSER1,460,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0484677236012997,0.00506716732073407,1.21035584895005e-21,0,0,-0.01,1284,376,3564,20,8,44,0.02,0.02,0.01,Positive (p < .1),DELETION,1.21035584895005e-21
Pan-Cancer,28040,purity_svTMB,PTEN,4344,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0491063180674039,0.00514736778350917,1.53912246146817e-21,-0.01,-0.02,0.05,1284,376,3564,168,40,712,0.13,0.11,0.2,Positive (p < .1),DELETION,1.53912246146817e-21
Pan-Cancer,28040,teal_final_ratio,TSC2,388,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.03341085135969,0.00350235946165454,1.54738101496648e-21,0.05,0,-0.02,1284,376,3564,52,4,32,0.04,0.01,0.01,Positive (p < .1),MUTATION,1.54738101496648e-21
Pan-Cancer,28040,purity_svTMB,HNRNPA2B1,256,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0480739936267807,0.00504505497790371,1.7131225112927e-21,0.03,-0.01,-0.01,1284,376,3564,28,0,28,0.02,0,0.01,Positive (p < .1),MUTATION,1.7131225112927e-21
Pan-Cancer,28040,purity_svTMB,BARD1,236,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0477538338163087,0.00504637125399105,3.21922306005355e-21,0.02,0,0.01,1284,376,3564,24,4,40,0.02,0.01,0.01,Positive (p < .1),MUTATION,3.21922306005355e-21
Pan-Cancer,28040,purity_svTMB,SMARCA4,1228,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0475929402149794,0.00506330504966036,5.88248671427857e-21,0,0.01,-0.04,1284,376,3564,56,24,84,0.04,0.06,0.02,Positive (p < .1),MUTATION,5.88248671427857e-21
Pan-Cancer,28040,purity_svTMB,SPRED1,264,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0473480743788858,0.00504343366082737,6.56019133849877e-21,-0.01,-0.01,0,1284,376,3564,4,0,32,0,0,0.01,Positive (p < .1),MUTATION,6.56019133849877e-21
Pan-Cancer,28040,purity_svTMB,FBXW7,1164,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0473963598979175,0.00505872675948942,7.83877404269186e-21,0.01,0,-0.02,1284,376,3564,68,16,112,0.05,0.04,0.03,Positive (p < .1),MUTATION,7.83877404269186e-21
Pan-Cancer,28040,purity_svTMB,NBN,288,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0469219329291843,0.00504690347404049,1.54409191365129e-20,0.01,0.03,0,1284,376,3564,20,12,40,0.02,0.03,0.01,Positive (p < .1),MUTATION,1.54409191365129e-20
Pan-Cancer,28040,purity_svTMB,IKBKB,540,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0468836148885019,0.00505275970726322,1.83374170081097e-20,0.01,0.02,-0.03,1284,376,3564,32,16,32,0.02,0.04,0.01,Positive (p < .1),AMPLIFICATION,1.83374170081097e-20
Pan-Cancer,28040,purity_svTMB,ANK1,676,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0467931511906353,0.00505757090529226,2.35355126259287e-20,0,0.01,-0.03,1284,376,3564,32,16,36,0.02,0.04,0.01,Positive (p < .1),AMPLIFICATION,2.35355126259287e-20
Pan-Cancer,28040,purity_svTMB,PPP2R2A,368,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0467307634060218,0.00505672629797725,2.60270564269619e-20,0.02,0,-0.02,1284,376,3564,32,4,28,0.02,0.01,0.01,Positive (p < .1),DELETION,2.60270564269619e-20
Pan-Cancer,28040,purity_svTMB,SMARCE1,256,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0464765930951052,0.00504465002177464,3.38556205624632e-20,-0.01,-0.01,-0.01,1284,376,3564,8,0,28,0.01,0,0.01,Positive (p < .1),MUTATION,3.38556205624632e-20
Pan-Cancer,28040,purity_svTMB,MAP2K4,1384,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0465731553974262,0.0050703291466275,4.37419528021566e-20,-0.01,0,-0.06,1284,376,3564,48,16,48,0.04,0.04,0.01,Positive (p < .1),DELETION,4.37419528021566e-20
Pan-Cancer,28040,purity_svTMB,FH,108,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0463079773648823,0.00504384596308694,4.55383901693497e-20,0.03,-0.01,-0.01,1284,376,3564,16,0,8,0.01,0,0,Positive (p < .1),MUTATION,4.55383901693497e-20
Pan-Cancer,28040,purity_svTMB,MST1R,84,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.04620184572298,0.00503774259140144,4.99282272257844e-20,0,0.02,0,1284,376,3564,4,4,12,0,0.01,0,Positive (p < .1),MUTATION,4.99282272257844e-20
Pan-Cancer,28040,purity_svTMB,LRP1B,608,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0464613028336226,0.00506608445665702,4.99711022733056e-20,0.04,0,0.02,1284,376,3564,60,8,104,0.05,0.02,0.03,Positive (p < .1),DELETION,4.99711022733056e-20
Pan-Cancer,28040,purity_svTMB,NF2,808,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0468153415489491,0.00510803745697716,5.28282231457359e-20,0,0.01,0,1284,376,3564,40,16,108,0.03,0.04,0.03,Positive (p < .1),MUTATION,5.28282231457359e-20
Pan-Cancer,28040,purity_svTMB,CTCF,528,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0461890111106509,0.00504640794442914,5.91227626548783e-20,0.02,0.01,-0.02,1284,376,3564,40,12,48,0.03,0.03,0.01,Positive (p < .1),MUTATION,5.91227626548783e-20
Pan-Cancer,28040,purity_svTMB,ETNK1,252,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0460473723818334,0.00504728396175389,7.77051927737566e-20,0.01,-0.01,0,1284,376,3564,16,0,28,0.01,0,0.01,Positive (p < .1),DELETION,7.77051927737566e-20
Pan-Cancer,28040,purity_svTMB,TOP1,164,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0459043552376365,0.00504519078345228,9.73847748619136e-20,0.01,0.01,-0.02,1284,376,3564,12,4,8,0.01,0.01,0,Positive (p < .1),AMPLIFICATION,9.73847748619136e-20
Pan-Cancer,28040,purity_svTMB,PRDM1,128,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0457236066703028,0.0050449217701546,1.34620931112383e-19,0.03,0.01,-0.02,1284,376,3564,16,4,4,0.01,0.01,0,Positive (p < .1),MUTATION,1.34620931112383e-19
Pan-Cancer,28040,purity_svTMB,SDHA,224,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0455412426855794,0.00504667405472942,1.92657481274523e-19,0.01,0,0.03,1284,376,3564,16,4,56,0.01,0.01,0.02,Positive (p < .1),DELETION,1.92657481274523e-19
Pan-Cancer,28040,purity_svTMB,JAK1,592,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0454891170161217,0.00506008573594516,2.62941736693062e-19,0.03,0,-0.03,1284,376,3564,56,8,32,0.04,0.02,0.01,Positive (p < .1),MUTATION,2.62941736693062e-19
Pan-Cancer,28040,purity_svTMB,TG,664,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0454731138247302,0.00506188596243581,2.78550620330033e-19,-0.02,-0.01,-0.04,1284,376,3564,12,4,32,0.01,0.01,0.01,Positive (p < .1),AMPLIFICATION,2.78550620330033e-19
Pan-Cancer,28040,purity_svTMB,RSF1,684,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0456485040713594,0.0050967351530372,3.55717260422562e-19,0,0.01,-0.04,1284,376,3564,32,16,24,0.02,0.04,0.01,Positive (p < .1),AMPLIFICATION,3.55717260422562e-19
Pan-Cancer,28040,teal_final_ratio,DAXX,96,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0317929205686114,0.00355556895920499,4.06209975224128e-19,-0.01,-0.01,-0.02,1284,376,3564,0,0,0,0,0,0,Positive (p < .1),MUTATION,4.06209975224128e-19
Pan-Cancer,28040,purity_svTMB,SMAD3,732,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0451852081679922,0.00505412960484191,4.11634834628336e-19,0.01,0,-0.02,1284,376,3564,40,12,60,0.03,0.03,0.02,Positive (p < .1),DELETION,4.11634834628336e-19
Pan-Cancer,28040,purity_svTMB,CDH10,540,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0450238887348331,0.00504733316674655,4.92611041443599e-19,0.03,-0.01,0.02,1284,376,3564,48,4,88,0.04,0.01,0.02,Positive (p < .1),MUTATION,4.92611041443599e-19
Pan-Cancer,28040,purity_svTMB,ALB,108,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0444989316369284,0.0050451449199516,1.20817351524607e-18,0,0.01,-0.01,1284,376,3564,4,4,8,0,0.01,0,Positive (p < .1),AMPLIFICATION,1.20817351524607e-18
Pan-Cancer,28040,purity_svTMB,ACVR1B,312,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0444392612256424,0.00503910260502357,1.22186485089658e-18,0,-0.01,-0.02,1284,376,3564,12,0,24,0.01,0,0.01,Positive (p < .1),MUTATION,1.22186485089658e-18
Pan-Cancer,28040,purity_svTMB,PDGFRA,212,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0442226133034472,0.00507362253326393,3.03361484297278e-18,0.06,0.02,0.04,1284,376,3564,40,8,56,0.03,0.02,0.02,Positive (p < .1),AMPLIFICATION,3.03361484297278e-18
Pan-Cancer,28040,purity_svTMB,MRE11,172,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0436691090677191,0.00504255288803903,4.96192288652159e-18,0.02,-0.01,-0.02,1284,376,3564,16,0,8,0.01,0,0,Positive (p < .1),MUTATION,4.96192288652159e-18
Pan-Cancer,28040,teal_final_ratio,ZNF703,984,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,-0.0304979050791346,0.00354351373052752,7.90824693069894e-18,-0.02,-0.01,-0.05,1284,376,3564,28,8,36,0.02,0.02,0.01,Negative (p < .1),AMPLIFICATION,2.16076609642455e-45
Pan-Cancer,28040,purity_svTMB,PPP2R3B,276,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0434414206662118,0.00505586041582377,8.96196765119521e-18,0.02,0,-0.01,1284,376,3564,24,4,28,0.02,0.01,0.01,Positive (p < .1),DELETION,8.96196765119521e-18
Pan-Cancer,28040,purity_svTMB,SOX4,204,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0441796635179245,0.00514785747050157,9.78667813275568e-18,0.01,0,0.14,1284,376,3564,12,4,140,0.01,0.01,0.04,Positive (p < .1),AMPLIFICATION,9.78667813275568e-18
Pan-Cancer,28040,purity_svTMB,BMPR1A,472,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0430808838083241,0.00504438502412949,1.40487758530841e-17,0.02,-0.02,-0.02,1284,376,3564,40,0,40,0.03,0,0.01,Positive (p < .1),DELETION,1.40487758530841e-17
Pan-Cancer,28040,purity_svTMB,TRAF7,148,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0429484437702818,0.00504312020094175,1.72955413572588e-17,0.01,-0.01,0,1284,376,3564,12,0,16,0.01,0,0,Positive (p < .1),MUTATION,1.72955413572588e-17
Pan-Cancer,28040,purity_svTMB,KDR,220,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0427607897774594,0.00505707287698733,2.90886051767697e-17,0.03,0,0.02,1284,376,3564,28,4,48,0.02,0.01,0.01,Positive (p < .1),AMPLIFICATION,2.90886051767697e-17
Pan-Cancer,28040,purity_svTMB,CTNNB1,820,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,-0.0424124966161337,0.00507875406460208,7.07990987657753e-17,0,0,0.02,1284,376,3564,36,12,128,0.03,0.03,0.04,Negative (p < .1),MUTATION,7.07990987657753e-17
Pan-Cancer,28040,purity_svTMB,RASA1,656,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0419272179108483,0.005046825200651,1.01987369141945e-16,0.01,0.01,0,1284,376,3564,36,12,84,0.03,0.03,0.02,Positive (p < .1),MUTATION,1.01987369141945e-16
Pan-Cancer,28040,purity_svTMB,PRKN,524,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0419150226011187,0.00507266237141184,1.48366172020268e-16,0.01,0,-0.03,1284,376,3564,28,8,28,0.02,0.02,0.01,Positive (p < .1),DELETION,1.48366172020268e-16
Pan-Cancer,28040,purity_svTMB,ASXL1,476,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0413646095751293,0.00503907281563087,2.32979921049979e-16,0,0,0.01,1284,376,3564,20,8,68,0.02,0.02,0.02,Positive (p < .1),MUTATION,2.32979921049979e-16
Pan-Cancer,28040,purity_svTMB,CHEK1,52,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0413530347709385,0.00504781439410582,2.67189773202248e-16,0.01,0.02,0.01,1284,376,3564,4,4,12,0,0.01,0,Positive (p < .1),,2.67189773202248e-16
Pan-Cancer,28040,purity_svTMB,EML4,592,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0412507690457554,0.00505584321438147,3.51772819601077e-16,0.03,0.01,-0.02,1284,376,3564,56,12,48,0.04,0.03,0.01,Positive (p < .1),MUTATION,3.51772819601077e-16
Pan-Cancer,28040,purity_svTMB,EP300,768,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0411819109061947,0.00505245816213397,3.76290246507647e-16,0.01,0,0.02,1284,376,3564,44,8,124,0.03,0.02,0.03,Positive (p < .1),MUTATION,3.76290246507647e-16
Pan-Cancer,28040,purity_svTMB,KEAP1,708,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0412800127310073,0.00507266551818614,4.19308923021468e-16,-0.01,0.02,-0.02,1284,376,3564,20,20,64,0.02,0.05,0.02,Positive (p < .1),MUTATION,4.19308923021468e-16
Pan-Cancer,28040,purity_svTMB,CASP8,312,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0411091909292073,0.00505356986128955,4.29984593540763e-16,0.02,0.03,0.01,1284,376,3564,28,16,48,0.02,0.04,0.01,Positive (p < .1),MUTATION,4.29984593540763e-16
Pan-Cancer,28040,purity_svTMB,LMBRD2,272,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0410245571100563,0.00504702469773249,4.52572306241297e-16,0.01,-0.01,0.1,1284,376,3564,20,0,124,0.02,0,0.03,Positive (p < .1),AMPLIFICATION,4.52572306241297e-16
Pan-Cancer,28040,purity_svTMB,POLE,276,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0409512568499561,0.00504263601821431,4.81217832100583e-16,0.03,0.01,-0.03,1284,376,3564,32,8,8,0.02,0.02,0,Positive (p < .1),MUTATION,4.81217832100583e-16
Pan-Cancer,28040,purity_svTMB,VHL,484,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,-0.0428606513481542,0.00530505183931916,6.77907844230754e-16,-0.01,0.01,0,1284,376,3564,12,12,60,0.01,0.03,0.02,Negative (p < .1),MUTATION,5.77668551441425e-17
Pan-Cancer,28040,purity_svTMB,CCND3,224,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0407920942960125,0.00504959880435025,6.83085757156398e-16,0,-0.01,-0.01,1284,376,3564,12,0,24,0.01,0,0.01,Positive (p < .1),AMPLIFICATION,6.83085757156398e-16
Pan-Cancer,28040,purity_svTMB,GATA3,624,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0413130275393203,0.00512040375499211,7.41087697570529e-16,-0.01,0,-0.03,1284,376,3564,16,8,36,0.01,0.02,0.01,Positive (p < .1),MUTATION,7.41087697570529e-16
Pan-Cancer,28040,purity_svTMB,ZBTB10,588,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0408281206483096,0.0050676805448322,8.15664939076353e-16,0,-0.01,-0.03,1284,376,3564,28,4,36,0.02,0.01,0.01,Positive (p < .1),AMPLIFICATION,8.15664939076353e-16
Pan-Cancer,28040,purity_svTMB,STK11,1404,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0411164193262956,0.0051108753183498,8.97162721021121e-16,0.01,0.02,-0.03,1284,376,3564,76,32,108,0.06,0.09,0.03,Positive (p < .1),MUTATION,8.97162721021121e-16
Pan-Cancer,28040,purity_svTMB,KRAS,4116,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,-0.0426221130380484,0.00530912653403407,1.02864522887441e-15,-0.06,-0.01,-0.1,1284,376,3564,68,48,188,0.05,0.13,0.05,Negative (p < .1),MUTATION,1.02864522887441e-15
Pan-Cancer,28040,purity_svTMB,ARID2,1012,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.0404007880487007,0.00504568935938419,1.2208144523711e-15,-0.01,-0.02,0.03,1284,376,3564,36,4,184,0.03,0.01,0.05,Positive (p < .1),MUTATION,1.2208144523711e-15
Pan-Cancer,28040,purity_svTMB,RPS6KA3,124,+ as.factor(cohort) + as.factor(biopsy) + purity + purity_ploidy,0.040268476174445,0.00504294585354338,1.45751251361573e-15,0.02,0.03,0.01,1284,376,3564,12,8,20,0.01,0.02,0.01,Positive (p < .1),DELETION,1.45751251361573e-15
